output_section,window_id,primary_dimension,secondary_dimension,tertiary_dimension,aggregate_count,metric_1,metric_2,metric_3,metric_4,metric_5,metric_note
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,reliability_context,MEDIUM_RELIABILITY_CONTEXT,aggregate_classification,11,57.848,17.5455,4.4545,0.5795,1.0432,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,depth_repertoire,INTEGRATED_REPERTOIRE,aggregate_classification,7,121.7438,20.5714,9.4286,0.6607,1.1107,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,readout_zone,TRUST_EVIDENCE_GAP,aggregate_classification,7,5.1678,12.7143,1.2857,0.625,1.125,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,trust_interpretability,EVIDENCE_GAP,aggregate_classification,7,5.1678,12.7143,1.2857,0.625,1.125,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,trust_interpretability,STRUCTURAL_VERIFICATION_EVIDENCE,aggregate_classification,7,121.7438,20.5714,9.4286,0.6607,1.1107,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,velocity,HIGH_VELOCITY,aggregate_classification,6,132.7224,24.1667,8.5,0.625,1.0833,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,velocity,MEDIUM_VELOCITY,aggregate_classification,6,15.0079,14.3333,3.6667,0.6667,1.15,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,depth_repertoire,FOCUSED_INTEGRATION,aggregate_classification,5,6.8349,17.4,1.4,0.625,1.125,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,readout_zone,SCALE_CANDIDATE,aggregate_classification,5,158.4899,23.8,10.0,0.625,1.075,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,depth_repertoire,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,quality_context,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,readout_zone,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,reliability_context,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_2,velocity,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,depth_repertoire,INTEGRATED_REPERTOIRE,aggregate_classification,9,113.3269,23.5556,8.8889,0.7222,1.2111,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,quality_context,QUALITY_SUPPORTIVE_CONTEXT,aggregate_classification,8,63.2791,22.625,9.0,0.75,1.25,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,reliability_context,HIGH_RELIABILITY_CONTEXT,aggregate_classification,8,63.2791,22.625,9.0,0.75,1.25,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,trust_interpretability,STRUCTURAL_VERIFICATION_EVIDENCE,aggregate_classification,8,127.1542,23.5,9.125,0.7187,1.2063,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,velocity,HIGH_VELOCITY,aggregate_classification,8,123.5502,25.375,8.375,0.7031,1.1906,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,readout_zone,SCALE_CANDIDATE,aggregate_classification,7,140.7257,25.0,9.4286,0.7143,1.2,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,quality_context,QUALITY_NEUTRAL_CONTEXT,aggregate_classification,6,91.6302,14.1667,2.1667,0.6042,1.0875,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,reliability_context,MEDIUM_RELIABILITY_CONTEXT,aggregate_classification,6,91.6302,14.1667,2.1667,0.6042,1.0875,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,depth_repertoire,FOCUSED_INTEGRATION,aggregate_classification,5,7.2143,10.8,1.0,0.625,1.125,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,readout_zone,TRUST_EVIDENCE_GAP,aggregate_classification,5,7.2143,10.8,1.0,0.625,1.125,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,trust_interpretability,EVIDENCE_GAP,aggregate_classification,5,7.2143,10.8,1.0,0.625,1.125,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,readout_zone,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,trust_interpretability,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
CLASSIFICATION_DISTRIBUTION_SUMMARY,window_3,velocity,SMALL_CELL_SUPPRESSED,aggregate_classification,0,,,,,,Classification distributions are aggregate evidence bands; small cells are suppressed independently.
FRAMEWORK_BAND_SUMMARY,window_1,HIGH_VELOCITY,INTEGRATED_REPERTOIRE|STRUCTURAL_VERIFICATION_EVIDENCE,SCALE_CANDIDATE|HIGH_RELIABILITY_CONTEXT|QUALITY_SUPPORTIVE_CONTEXT,5,102.102,22.0,9.8,0.825,1.355,Small cells below the aggregate floor are suppressed; metrics retain framework context only.
FRAMEWORK_BAND_SUMMARY,window_1,SMALL_CELL_SUPPRESSED,SMALL_CELL_SUPPRESSED,SMALL_CELL_SUPPRESSED,0,,,,,,Small cells below the aggregate floor are suppressed; metrics retain framework context only.
FRAMEWORK_BAND_SUMMARY,window_2,SMALL_CELL_SUPPRESSED,SMALL_CELL_SUPPRESSED,SMALL_CELL_SUPPRESSED,0,,,,,,Small cells below the aggregate floor are suppressed; metrics retain framework context only.
FRAMEWORK_BAND_SUMMARY,window_3,HIGH_VELOCITY,INTEGRATED_REPERTOIRE|STRUCTURAL_VERIFICATION_EVIDENCE,SCALE_CANDIDATE|HIGH_RELIABILITY_CONTEXT|QUALITY_SUPPORTIVE_CONTEXT,6,78.5617,24.0,9.6667,0.75,1.25,Small cells below the aggregate floor are suppressed; metrics retain framework context only.
FRAMEWORK_BAND_SUMMARY,window_3,SMALL_CELL_SUPPRESSED,SMALL_CELL_SUPPRESSED,SMALL_CELL_SUPPRESSED,0,,,,,,Small cells below the aggregate floor are suppressed; metrics retain framework context only.
FRAMEWORK_MICROCOSM_SUMMARY,window_1,sampled_internal_windows,all_frameworks,aggregate_only,13,71.2425,17.2308,5.6923,0.7115,1.2192,metric_1=avg_frequency; metric_2=avg_engagement; metric_3=avg_breadth; metric_4=avg_reliability; metric_5=avg_quality_multiplier
FRAMEWORK_MICROCOSM_SUMMARY,window_2,sampled_internal_windows,all_frameworks,aggregate_only,14,63.4558,16.6429,5.3571,0.6429,1.1179,metric_1=avg_frequency; metric_2=avg_engagement; metric_3=avg_breadth; metric_4=avg_reliability; metric_5=avg_quality_multiplier
FRAMEWORK_MICROCOSM_SUMMARY,window_3,sampled_internal_windows,all_frameworks,aggregate_only,14,75.4295,19.0,6.0714,0.6875,1.1804,metric_1=avg_frequency; metric_2=avg_engagement; metric_3=avg_breadth; metric_4=avg_reliability; metric_5=avg_quality_multiplier
JOURNEY_MOTIF_SUMMARY,window_1,SMALL_CELL_SUPPRESSED,journey_motif,aggregate_path_shape,0,,,,,,Journey motifs are aggregate path shapes; no row-level sequence is emitted.
JOURNEY_MOTIF_SUMMARY,window_2,BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED > BOT_ACTIVITY_UNLINKED,journey_motif,aggregate_path_shape,5,,,,0.725,1.225,Journey motifs are aggregate path shapes; no row-level sequence is emitted.
JOURNEY_MOTIF_SUMMARY,window_2,SMALL_CELL_SUPPRESSED,journey_motif,aggregate_path_shape,0,,,,,,Journey motifs are aggregate path shapes; no row-level sequence is emitted.
JOURNEY_MOTIF_SUMMARY,window_3,SMALL_CELL_SUPPRESSED,journey_motif,aggregate_path_shape,0,,,,,,Journey motifs are aggregate path shapes; no row-level sequence is emitted.
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AUTOCOMPLETE,TRACE_OR_TRACKING_LINKED,linked_aggregate_path_shape,7985,1.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH,SESSION_LINKED,linked_aggregate_path_shape,80,1.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH > SEARCH > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT,SESSION_LINKED,linked_aggregate_path_shape,24,4.0,2.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH > SEARCH,SESSION_LINKED,linked_aggregate_path_shape,22,2.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN > WORKFLOW_RUN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,20,17.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH > AGENT_TRACE_CONTEXT,SESSION_LINKED,linked_aggregate_path_shape,19,2.0,2.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN > WORKFLOW_RUN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,17,4.0,4.0,0.0,1.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH > SEARCH > SEARCH > SEARCH,SESSION_LINKED,linked_aggregate_path_shape,17,4.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_STEP_EXECUTED > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > CITATION_AVAILABLE > AGENT_RUN_SPAN > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,13,21.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > ACTION_SUCCESS > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > ACTION_SUCCESS > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,12,23.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT > FRICTION_STEP_SKIPPED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,12,47.6667,7.0,1.0,1.0,0.3333,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_STEP_EXECUTED > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,10,34.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_STEP_EXECUTED > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_RUN_SPAN > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,10,21.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT,SESSION_LINKED,linked_aggregate_path_shape,10,1.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,FRICTION_STEP_SKIPPED > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_COMPLETION > AGENT_STEP_EXECUTED > AGENT_COMPLETION,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,10,21.0,7.0,1.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH > SEARCH > SEARCH,SESSION_LINKED,linked_aggregate_path_shape,10,3.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_COMPLETION > WORKFLOW_RUN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,9,4.0,4.0,0.0,1.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,SEARCH > SEARCH > SEARCH > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT,SESSION_LINKED,linked_aggregate_path_shape,9,5.0,2.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > ACTION_SUCCESS > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_STEP_EXECUTED > ACTION_SUCCESS > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_STEP_EXECUTED > ACTION_SUCCESS > AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,8,23.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_STEP_EXECUTED > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_RUN_SPAN > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN > WORKFLOW_RUN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,7,19.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,ACTION_SUCCESS,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,6,1.0,1.0,0.0,1.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_STEP_EXECUTED > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > CITATION_AVAILABLE > AGENT_RUN_SPAN > AGENT_STEP_EXECUTED > AGENT_RUN_SPAN,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,6,21.0,6.0,0.0,1.0,1.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT,SESSION_LINKED,linked_aggregate_path_shape,6,2.0,1.0,0.0,0.0,0.0,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
LINKED_JOURNEY_MOTIF_SUMMARY,window_1,FRICTION_STEP_SKIPPED > AGENT_STEP_EXECUTED > ACTION_SUCCESS > WORKFLOW_RUN > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > ACTION_SUCCESS > WORKFLOW_RUN > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT > AGENT_TRACE_CONTEXT,RUN_OR_ACTION_LINKED,linked_aggregate_path_shape,6,34.0,7.0,1.0,1.0,0.6667,metric_1=avg_linked_events; metric_2=avg_linked_categories; metric_3=friction_rate; metric_4=continuation_rate; metric_5=verification_rate
