window_start,window_end,verification_event_type,expected_parent_surface,joined_parent_surface,total_signal_count,signal_count_with_user_key,signal_count_with_join_key,distinct_signal_users,joined_signal_count,joined_surface_count,joined_user_count,signal_join_rate,availability_status
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,standalone:GLEAN_BOT_ACTIVITY,312589,312589,309526,110701,30,15,12,9.597266698444284E-5,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,standalone:SEARCH,312589,312589,309526,110701,205767,149248,83740,0.658266925579595,JOINABLE
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:AGENT,312589,312589,309526,110701,190597,104141,40006,0.6097367469744617,JOINABLE
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:AGENT_LIVE_PREVIEW,312589,312589,309526,110701,54785,28578,4335,0.17526208535809001,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:AI_ANSWER,312589,312589,309526,110701,4460,2923,1653,0.014267936491687167,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:AI_FEED,312589,312589,309526,110701,7,4,2,2.2393622296369993E-5,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:CHAT,312589,312589,309526,110701,814261,513885,72796,2.6048933263806466,JOINABLE
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:EMBEDDED_INTEGRATION_SUPPORT,312589,312589,309526,110701,4736,2898,321,0.015150885027944042,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:EXTENSION_SUPPORT,312589,312589,309526,110701,59,42,2,1.8874624506940422E-4,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:GLEANBOT,312589,312589,309526,110701,100019,66444,23722,0.3199696726372329,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:INLINE_MENU,312589,312589,309526,110701,1812,1600,615,0.005796749085860347,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:INTERACTIVE_COMPILER,312589,312589,309526,110701,15599,11582,3383,0.04990258774301079,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:SPACES,312589,312589,309526,110701,64,34,21,2.0474168956681138E-4,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:SUPPORT_NEXT_STEPS,312589,312589,309526,110701,1595,1179,250,0.005102546794672877,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:UNSPECIFIED,312589,312589,309526,110701,8917,5117,1078,0.02852627571667589,PARTIAL_JOIN
2026-03-23,2026-05-22,CHAT_FEEDBACK,workflow:CHAT,workflow:VOICE_CHAT,312589,312589,309526,110701,726,447,234,0.0023225385410235166,PARTIAL_JOIN
2026-03-23,2026-05-22,SEARCH_FEEDBACK,standalone:SEARCH,standalone:AI_SUMMARY,2616,2616,1054,1653,17,16,12,0.006498470948012232,PARTIAL_JOIN
2026-03-23,2026-05-22,SEARCH_FEEDBACK,standalone:SEARCH,standalone:SEARCH,2616,2616,1054,1653,881,825,510,0.3367737003058104,PARTIAL_JOIN
